Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Children_at_home,Living_With,Family_Size
PhD,85696.0,88,6.5722825426940075,4.343805421853684,5.981414211254481,4.762173934797756,0.0,2.5649493574615367,1,4,6,9,1,0,0,0,0,0,0,1,64,4683,24.22462546806147,20,0,Alone,1
PhD,76542.0,91,6.678342114654332,4.30406509320417,6.352629396319567,0.0,3.4011973816621555,2.70805020110221,1,4,8,10,2,0,0,0,0,0,0,0,70,4717,23.444284186942433,23,0,Partner,2
Graduate,70515.0,12,6.042632833682381,0.0,6.115892125483034,5.209486152841421,4.174387269895637,4.948759890378168,1,6,6,4,2,0,0,0,0,0,0,1,33,4512,26.491158272280643,17,0,Alone,1
Graduate,18227.0,21,0.6931471805599453,1.0986122886681098,2.0794415416798357,1.6094379124341003,1.3862943611198906,2.4849066497880004,1,0,1,2,8,0,0,0,0,0,0,0,39,4859,9.351839934249883,4,1,Partner,3
Graduate,69139.0,23,4.465908118654584,2.5649493574615367,4.330733340286331,3.5263605246161616,2.772588722239781,1.9459101490553132,1,4,1,5,4,0,0,0,0,0,0,0,61,4414,19.606450212313707,11,1,Partner,3
Graduate,69109.0,10,6.714170529909472,3.258096538021482,6.131226489483141,4.8283137373023015,3.4011973816621555,4.564348191467836,1,6,6,7,4,0,0,1,0,0,0,1,44,4858,28.897352867846386,20,0,Partner,2
Graduate,69627.0,35,5.44673737166631,5.087596335232384,5.375278407684165,5.147494476813453,3.4339872044851463,3.9889840465642745,2,8,2,11,5,0,0,0,0,0,0,0,64,4730,28.48007784244573,23,1,Alone,2
Graduate,38136.0,69,2.1972245773362196,2.772588722239781,3.332204510175204,0.0,3.044522437723423,3.5263605246161616,2,3,1,2,8,1,0,0,0,0,0,0,48,4694,14.872900772090787,8,1,Partner,3
PhD,62159.0,68,5.209486152841421,2.8903717578961645,5.560681631015528,4.356708826689592,4.2626798770413155,3.4011973816621555,1,6,2,10,4,0,0,0,0,0,0,0,80,4323,25.681125627146173,19,0,Alone,1
Graduate,80695.0,85,6.324358962381311,4.867534450455582,6.892641641172089,5.267858159063328,3.6375861597263857,2.9444389791664403,1,5,8,5,2,0,0,0,0,0,0,0,63,4443,29.934418351965135,19,0,Alone,1
Postgraduate,33316.0,34,4.382026634673881,0.6931471805599453,3.4657359027997265,1.6094379124341003,1.6094379124341003,2.5649493574615367,3,2,1,4,6,0,0,0,0,0,0,0,55,4529,14.32473490036329,10,2,Alone,3
Graduate,58554.0,55,5.910796644040527,3.2188758248682006,4.23410650459726,3.6635616461296463,0.0,4.48863636973214,6,8,2,6,7,0,0,0,0,0,0,0,58,4902,21.515976989367772,22,2,Partner,4
Undergraduate,17256.0,10,1.9459101490553132,1.6094379124341003,2.70805020110221,2.1972245773362196,2.1972245773362196,3.1354942159291497,2,2,1,2,8,1,0,0,0,0,0,0,34,4479,13.793341633193213,7,1,Partner,3
Graduate,53034.0,30,5.081404364984463,2.772588722239781,5.2832037287379885,2.772588722239781,2.4849066497880004,3.9318256327243257,8,6,1,7,8,0,0,0,0,0,0,0,52,4656,22.326517820714344,22,2,Alone,3
Undergraduate,52203.0,36,6.192362489474872,3.091042453358316,5.476463551931511,4.04305126783455,4.6913478822291435,3.367295829986474,1,8,7,11,6,0,0,0,0,0,0,0,76,4959,26.861563474814865,27,0,Partner,2
Undergraduate,59601.0,14,6.539585955617669,2.0794415416798357,4.248495242049359,0.0,2.0794415416798357,3.1780538303479458,4,2,2,7,8,0,1,0,0,0,0,0,49,4600,18.125018111374647,15,1,Alone,2
Postgraduate,75154.0,79,6.298949246855942,2.3978952727983707,5.327876168789581,5.081404364984463,4.969813299576001,4.418840607796598,1,6,3,6,3,0,0,0,0,0,0,1,68,4924,28.494778960800957,16,1,Alone,2
Graduate,47025.0,52,5.541263545158426,2.0794415416798357,4.6913478822291435,3.044522437723423,0.0,3.295836866004329,3,6,3,5,6,0,0,0,0,0,0,0,50,4495,18.652412272795157,17,1,Alone,2
Graduate,37971.0,97,1.791759469228055,1.6094379124341003,2.3978952727983707,1.0986122886681098,1.0986122886681098,2.0794415416798357,1,1,0,3,8,0,0,0,0,0,0,0,53,4477,10.075758773476581,5,1,Partner,3
Postgraduate,41335.0,24,4.727387818712341,2.995732273553991,3.091042453358316,2.833213344056216,2.70805020110221,1.791759469228055,3,4,1,4,7,0,0,0,0,0,0,0,58,4446,18.147185560011128,12,1,Alone,2
Graduate,67267.0,0,4.90527477843843,2.4849066497880004,4.0943445622221,2.772588722239781,1.0986122886681098,3.4339872044851463,1,3,2,5,2,0,0,0,0,0,0,0,68,4308,18.78971420584157,11,1,Partner,3
Graduate,57338.0,96,4.969813299576001,1.9459101490553132,3.970291913552122,2.4849066497880004,2.1972245773362196,2.8903717578961645,2,4,1,5,5,0,0,0,0,0,0,0,51,4322,18.45851834720382,12,1,Alone,2
Undergraduate,50523.0,89,3.9512437185814275,1.6094379124341003,3.2188758248682006,1.6094379124341003,2.0794415416798357,0.6931471805599453,2,2,0,4,6,0,0,0,0,0,0,0,66,4447,13.161584090557609,8,2,Partner,4
Postgraduate,35791.0,94,3.332204510175204,0.0,1.791759469228055,0.0,0.0,1.3862943611198906,2,1,0,3,8,0,0,0,0,0,0,0,61,4680,6.51025834052315,6,3,Alone,4
PhD,50611.0,98,6.131226489483141,0.0,3.2188758248682006,1.9459101490553132,0.0,1.6094379124341003,6,4,5,7,6,0,1,0,0,0,0,0,66,4894,12.905450375840754,22,1,Alone,2
PhD,56242.0,72,6.536691597591305,2.1972245773362196,5.123963979403259,2.4849066497880004,2.1972245773362196,4.48863636973214,5,8,4,11,6,0,0,0,0,0,0,0,57,4744,23.028647751187144,28,1,Partner,3
Graduate,48904.0,1,5.648974238161206,2.3978952727983707,3.6635616461296463,0.0,2.6390573296152584,3.332204510175204,4,7,2,4,8,0,0,0,0,0,0,0,66,4835,17.681692996879686,17,1,Alone,2
Graduate,56243.0,26,5.8522024797744745,0.0,3.58351893845611,1.6094379124341003,1.3862943611198906,2.0794415416798357,6,4,2,8,5,0,0,0,0,0,0,0,51,4442,14.510895233464412,20,3,Alone,4
Graduate,21355.0,5,1.791759469228055,2.6390573296152584,2.70805020110221,0.0,1.791759469228055,3.4657359027997265,2,2,1,2,6,1,0,0,0,0,0,1,41,4574,12.396362371973305,7,1,Partner,3
Postgraduate,57420.0,22,5.638354669333745,0.0,2.9444389791664403,0.0,0.0,3.2188758248682006,3,5,1,6,7,0,1,0,0,0,0,0,55,4630,11.801669473368387,15,1,Partner,3
Postgraduate,51381.5,39,5.236441962829949,1.791759469228055,4.189654742026425,3.295836866004329,3.044522437723423,2.70805020110221,2,4,2,6,5,0,0,0,0,0,0,0,56,4715,20.266265678914394,14,1,Partner,3
Postgraduate,46390.0,56,4.564348191467836,2.70805020110221,4.174387269895637,1.0986122886681098,2.302585092994046,3.6635616461296463,1,4,2,3,7,0,0,0,0,0,0,0,71,4316,18.511544690257484,10,1,Alone,2
Undergraduate,54342.0,74,4.442651256490317,2.3978952727983707,3.5553480614894135,2.4849066497880004,2.3978952727983707,3.367295829986474,4,3,1,4,6,0,0,0,0,0,0,0,70,4622,18.645992343350944,12,2,Partner,4
Graduate,51381.5,87,2.995732273553991,1.6094379124341003,2.5649493574615367,1.0986122886681098,1.0986122886681098,1.9459101490553132,1,1,0,3,5,0,0,0,0,0,0,0,68,4925,11.31325426984116,5,2,Partner,4
Undergraduate,51381.5,49,1.791759469228055,0.6931471805599453,2.302585092994046,1.0986122886681098,0.0,1.6094379124341003,1,1,0,2,7,0,0,0,0,0,0,0,62,4429,7.495541943884257,4,2,Alone,3
Graduate,20895.0,24,2.9444389791664403,1.3862943611198906,2.8903717578961645,1.3862943611198906,0.0,1.6094379124341003,1,2,0,3,9,0,0,0,0,0,0,0,53,4892,10.216837371736485,6,1,Partner,3
Graduate,92344.0,9,6.900730664045173,3.2188758248682006,6.543911845564792,3.9512437185814275,2.995732273553991,4.787491742782046,0,5,10,5,1,1,0,1,0,0,0,0,78,4426,28.39798606939563,20,0,Partner,2
PhD,51381.5,17,3.258096538021482,0.6931471805599453,2.6390573296152584,0.0,0.0,1.3862943611198906,1,1,0,3,7,0,0,0,0,0,0,0,54,4380,7.976595409316577,5,1,Partner,3
Undergraduate,26907.0,10,2.302585092994046,0.6931471805599453,2.0794415416798357,0.0,1.3862943611198906,1.0986122886681098,2,1,0,3,7,0,0,0,0,0,0,0,50,4574,7.560080465021827,6,2,Partner,4
Graduate,44964.0,35,2.995732273553991,0.6931471805599453,2.8903717578961645,1.0986122886681098,0.0,1.0986122886681098,1,1,0,3,8,0,0,0,0,0,0,0,46,4821,8.776475789346321,5,2,Partner,4
Graduate,75507.0,56,6.565264970035361,4.543294782270004,5.926926025970411,4.653960350157523,4.394449154672439,4.394449154672439,1,8,6,6,3,0,0,0,0,0,0,0,47,4319,30.478344437778176,21,0,Partner,2
Postgraduate,53761.0,7,5.0689042022202315,0.0,4.343805421853684,2.6390573296152584,2.0794415416798357,4.276666119016055,6,4,4,3,5,0,0,0,0,0,0,0,54,4522,18.407874614385065,17,2,Partner,4
Graduate,22682.0,51,2.3978952727983707,2.70805020110221,3.4011973816621555,1.6094379124341003,1.0986122886681098,3.6109179126442243,3,2,1,4,4,0,0,0,0,0,0,0,53,4530,14.82611096930917,10,1,Partner,3
PhD,38887.0,17,3.258096538021482,0.6931471805599453,2.6390573296152584,0.0,0.0,1.3862943611198906,1,1,0,3,7,0,0,0,0,0,0,0,54,4380,7.976595409316577,5,1,Partner,3
Undergraduate,41658.0,30,2.1972245773362196,1.6094379124341003,2.5649493574615367,2.772588722239781,1.6094379124341003,3.4011973816621555,2,1,1,2,4,0,0,0,0,0,0,0,51,4858,14.154835863567893,6,2,Alone,3
PhD,29791.0,21,2.70805020110221,0.0,1.9459101490553132,0.0,0.0,0.0,2,2,0,3,5,0,0,0,0,0,0,0,54,4306,4.653960350157523,7,1,Partner,3
Postgraduate,63915.0,2,6.434546518787453,2.0794415416798357,4.7535901911063645,3.4339872044851463,0.0,2.772588722239781,2,6,3,12,5,0,0,0,0,0,0,0,70,4595,19.47415417829858,23,2,Partner,4
Graduate,39996.0,85,2.4849066497880004,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,1,1,0,2,6,0,0,0,0,0,0,0,52,4299,4.564348191467836,4,2,Alone,3
Graduate,26759.0,65,3.258096538021482,1.3862943611198906,2.833213344056216,2.1972245773362196,1.791759469228055,1.0986122886681098,2,2,1,3,6,0,0,0,0,0,0,0,54,4403,12.565200578429971,8,1,Alone,2
Postgraduate,63841.0,64,6.455198563340122,2.772588722239781,4.61512051684126,3.044522437723423,2.0794415416798357,4.882801922586371,1,9,3,9,6,0,0,0,0,0,0,0,58,4695,23.84967370441079,22,1,Alone,2
PhD,51039.0,11,4.61512051684126,4.174387269895637,4.382026634673881,4.189654742026425,0.0,4.700480365792417,2,6,2,4,7,0,0,0,0,0,0,0,57,4827,22.06166952922962,14,2,Partner,4
Graduate,60544.0,92,5.308267697401205,1.0986122886681098,3.784189633918261,1.3862943611198906,1.791759469228055,3.58351893845611,4,5,1,5,6,0,0,0,0,0,0,0,65,4934,16.95264238879163,15,2,Partner,4
Graduate,65685.0,54,6.466144724237619,2.70805020110221,3.912023005428146,0.0,2.0794415416798357,4.060443010546419,1,9,2,9,5,0,0,0,0,0,0,0,54,4353,19.226102482994232,21,1,Partner,3
Graduate,37716.0,4,4.584967478670572,0.6931471805599453,3.7376696182833684,1.9459101490553132,1.0986122886681098,3.7376696182833684,2,4,1,3,7,0,0,0,0,0,0,0,73,4330,15.797976333520676,10,1,Partner,3
Graduate,36864.0,53,5.3230099791384085,1.791759469228055,3.6888794541139363,2.8903717578961645,0.0,4.499809670330265,3,5,2,4,8,0,0,0,0,0,0,1,69,4946,18.193830330706827,14,1,Alone,2
Postgraduate,44511.0,39,6.2422232654551655,2.0794415416798357,4.897839799950911,3.8501476017100584,2.70805020110221,2.70805020110221,6,8,4,8,8,0,0,0,0,0,0,0,56,4886,22.485752611000393,26,1,Partner,3
PhD,36947.0,49,4.48863636973214,1.3862943611198906,3.091042453358316,1.6094379124341003,0.6931471805599453,3.4011973816621555,4,3,0,4,9,0,0,0,0,0,0,0,59,4952,14.669755658866547,11,2,Partner,4
Postgraduate,47352.0,70,5.153291594497779,2.5649493574615367,4.727387818712341,2.1972245773362196,0.0,2.772588722239781,4,6,1,5,7,0,0,0,0,0,0,0,75,4705,17.415442070247657,16,1,Partner,3
Postgraduate,67087.0,40,5.799092654460526,3.58351893845611,5.407171771460119,4.875197323201151,3.58351893845611,3.784189633918261,2,7,5,8,4,0,0,0,0,0,0,0,73,4455,27.032689259952274,22,1,Partner,3
Graduate,57045.0,40,5.6937321388027,2.6390573296152584,4.653960350157523,2.4849066497880004,2.6390573296152584,2.8903717578961645,3,4,2,9,3,0,0,0,0,0,0,0,76,4920,21.001085555874905,18,1,Partner,3
PhD,36957.0,43,4.61512051684126,1.0986122886681098,2.833213344056216,1.0986122886681098,0.6931471805599453,3.4657359027997265,4,3,2,2,9,0,0,0,0,0,0,1,73,4922,13.804441521593366,11,2,Alone,3
PhD,69389.0,17,6.0473721790462776,2.0794415416798357,5.476463551931511,4.248495242049359,3.8501476017100584,2.772588722239781,1,7,2,12,4,0,0,0,0,0,0,0,49,4900,24.474508838656824,22,1,Partner,3
Graduate,80134.0,40,7.105786129481271,2.833213344056216,5.60947179518496,4.653960350157523,0.0,4.394449154672439,2,5,3,6,6,0,1,1,1,0,0,1,54,4666,24.59688077355241,16,1,Partner,3
Postgraduate,43142.0,84,1.791759469228055,0.6931471805599453,2.0794415416798357,1.0986122886681098,0.6931471805599453,1.6094379124341003,1,1,0,2,7,0,0,0,0,0,0,0,57,4392,7.965545573129992,4,2,Partner,4
Graduate,80589.0,25,6.230481447578482,4.543294782270004,6.255750041753367,5.493061443340548,3.713572066704308,3.295836866004329,1,5,10,5,1,0,0,0,1,0,0,1,82,4419,29.531996647651038,21,0,Partner,2
Graduate,34412.0,62,3.970291913552122,2.5649493574615367,3.9318256327243257,1.6094379124341003,3.6109179126442243,4.02535169073515,3,5,0,3,9,0,0,0,0,0,0,0,36,4762,19.712774419551458,11,1,Alone,2
Graduate,57537.0,83,5.2574953720277815,4.04305126783455,4.941642422609304,3.9512437185814275,2.1972245773362196,4.61512051684126,4,4,3,8,4,0,0,0,0,0,0,0,47,4645,25.005777875230542,19,1,Alone,2
Undergraduate,22634.0,47,1.0986122886681098,3.1780538303479458,2.4849066497880004,2.1972245773362196,1.9459101490553132,3.8501476017100584,1,2,1,2,8,0,0,0,0,0,0,0,60,4790,14.754855096905647,6,0,Partner,2
Graduate,51315.0,45,4.23410650459726,3.367295829986474,3.6888794541139363,2.833213344056216,3.4339872044851463,3.7376696182833684,1,2,2,5,2,0,0,0,0,0,0,0,78,4387,21.2951519555224,10,0,Partner,2
Graduate,36026.0,34,3.044522437723423,1.6094379124341003,2.3978952727983707,1.9459101490553132,1.6094379124341003,2.8903717578961645,2,2,0,3,6,0,0,0,0,0,0,0,54,4366,13.497575442341471,7,3,Partner,5
Graduate,24639.0,3,3.044522437723423,1.3862943611198906,2.833213344056216,0.0,1.6094379124341003,0.6931471805599453,3,2,0,4,6,0,0,0,0,0,0,0,53,4413,9.566615235893575,9,2,Partner,4
PhD,34578.0,1,2.0794415416798357,0.0,0.6931471805599453,0.0,0.0,0.0,1,1,0,2,6,0,0,0,0,0,0,0,54,4340,2.772588722239781,4,3,Partner,5
Undergraduate,65704.0,18,5.634789603169249,5.153291594497779,4.31748811353631,3.6635616461296463,2.1972245773362196,5.5093883366279774,1,2,10,10,1,0,0,0,0,0,0,0,54,4520,26.475743871297183,23,0,Alone,1
Graduate,63810.0,45,6.885509670034818,2.5649493574615367,5.537334267018537,2.833213344056216,2.5649493574615367,4.624972813284271,4,4,3,12,8,0,1,0,0,0,0,0,60,4856,25.010928809316912,23,1,Alone,2
PhD,54132.0,81,3.4339872044851463,0.6931471805599453,2.1972245773362196,0.0,0.0,1.3862943611198906,1,1,0,3,7,0,0,0,0,0,0,0,57,4394,7.710653323501202,5,1,Partner,3
Graduate,18690.0,77,1.9459101490553132,0.6931471805599453,2.0794415416798357,3.1780538303479458,1.6094379124341003,2.995732273553991,1,1,1,2,8,0,0,0,0,0,0,0,67,4809,12.50172288763113,5,0,Partner,2
Graduate,28164.0,23,1.3862943611198906,2.9444389791664403,3.295836866004329,2.4849066497880004,2.1972245773362196,2.5649493574615367,3,2,0,4,7,0,0,0,0,0,0,0,56,4682,14.873650790876416,9,1,Partner,3
PhD,34596.0,48,2.70805020110221,0.0,1.0986122886681098,0.0,0.0,2.0794415416798357,1,1,0,2,8,0,0,0,0,0,0,0,52,4703,5.886104031450156,4,1,Partner,3
PhD,43269.0,61,2.3978952727983707,0.6931471805599453,2.0794415416798357,0.0,0.0,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,54,4547,5.863631175598098,4,1,Partner,3
Undergraduate,38741.0,60,2.0794415416798357,2.3978952727983707,2.8903717578961645,2.1972245773362196,1.9459101490553132,2.6390573296152584,2,2,0,3,7,0,0,0,0,0,0,0,68,4352,14.149900628381163,7,2,Alone,3
Graduate,31907.0,75,3.5263605246161616,4.477336814478207,4.174387269895637,5.170483995038151,2.833213344056216,4.31748811353631,1,6,1,6,7,0,0,0,0,0,0,0,54,4743,24.49927006162068,14,0,Alone,1
Postgraduate,27100.0,64,2.5649493574615367,0.0,2.6390573296152584,1.0986122886681098,0.0,2.3978952727983707,1,1,0,3,7,0,0,0,0,0,0,0,43,4711,8.700514248543275,5,1,Partner,3
Undergraduate,31163.0,54,1.0986122886681098,1.3862943611198906,2.3978952727983707,2.4849066497880004,1.0986122886681098,2.3978952727983707,1,1,0,3,6,0,0,0,0,0,0,0,53,4397,10.86421613384085,5,1,Alone,2
Graduate,92533.0,84,6.542471960506805,3.091042453358316,4.77912349311153,4.709530201312334,4.997212273764115,3.7612001156935624,1,6,5,11,2,0,0,1,1,0,0,0,41,4453,27.880580497746664,23,0,Partner,2
Graduate,34853.0,75,2.302585092994046,1.3862943611198906,2.772588722239781,1.0986122886681098,1.3862943611198906,1.0986122886681098,2,2,0,3,6,0,0,0,0,0,0,0,53,4449,10.044987114809826,7,2,Alone,3
Graduate,70844.0,16,4.867534450455582,3.295836866004329,4.219507705176107,1.3862943611198906,4.219507705176107,1.0986122886681098,5,6,1,5,7,0,0,0,0,0,0,0,59,4503,19.087293376600126,17,2,Alone,3
Undergraduate,31086.0,79,2.833213344056216,1.0986122886681098,2.4849066497880004,1.3862943611198906,0.0,2.833213344056216,2,1,1,2,8,1,0,0,0,0,0,0,47,4682,10.636239987688434,6,2,Partner,4
Graduate,60544.0,92,5.308267697401205,1.0986122886681098,3.784189633918261,1.3862943611198906,1.791759469228055,3.58351893845611,4,5,1,5,6,0,0,0,0,0,0,0,65,4934,16.95264238879163,15,2,Partner,4
Undergraduate,20491.0,16,1.791759469228055,1.6094379124341003,1.791759469228055,1.6094379124341003,1.0986122886681098,2.3978952727983707,1,0,1,2,7,0,0,0,0,0,0,0,40,4781,10.298902324790792,4,0,Partner,2
Graduate,42523.0,96,2.70805020110221,3.6109179126442243,2.4849066497880004,1.3862943611198906,3.295836866004329,3.58351893845611,1,1,1,4,2,0,0,0,0,0,0,0,62,4328,17.069524929114763,7,0,Partner,2
Graduate,39922.0,30,3.4011973816621555,2.5649493574615367,4.0943445622221,2.995732273553991,0.6931471805599453,3.6109179126442243,2,3,0,4,8,0,0,0,0,0,0,0,43,4761,17.36028866810395,9,1,Partner,3
Graduate,33402.0,60,3.295836866004329,1.0986122886681098,2.995732273553991,2.3978952727983707,1.791759469228055,2.1972245773362196,3,2,1,3,8,0,0,0,0,0,0,0,74,4607,13.777060747589076,9,2,Partner,4
Postgraduate,36408.0,11,2.302585092994046,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.3862943611198906,1,1,0,2,6,0,0,0,0,0,0,0,77,4542,8.476371196895983,4,2,Partner,4
Graduate,21645.0,75,2.70805020110221,0.0,3.1780538303479458,1.6094379124341003,1.791759469228055,2.995732273553991,3,3,0,3,9,0,0,0,0,0,0,1,47,4925,12.283033686666302,9,1,Partner,3
Postgraduate,78427.0,36,6.880384082186005,2.995732273553991,6.39024066706535,5.198497031265826,3.295836866004329,4.9344739331306915,3,3,7,10,3,0,0,0,1,0,0,1,78,4874,29.695164853206194,23,0,Alone,1
Graduate,82657.0,71,6.874198495453294,5.1298987149230735,6.511745329644728,5.5093883366279774,4.663439094112067,4.844187086458591,1,7,5,10,4,0,1,0,1,0,0,0,80,4536,33.532857057219736,23,0,Partner,2
Graduate,51876.0,88,4.605170185988092,3.332204510175204,4.634728988229636,3.367295829986474,3.8918202981106265,1.9459101490553132,1,2,2,8,1,0,0,0,0,0,0,0,68,4518,21.777129961545345,13,0,Partner,2
Undergraduate,78041.0,93,6.180016653652572,3.58351893845611,6.317164686747284,4.290459441148391,5.081404364984463,2.8903717578961645,1,4,4,9,2,0,0,0,0,0,0,0,55,4821,28.342935842884987,18,0,Partner,2
Graduate,52852.0,93,6.5722825426940075,2.1972245773362196,4.605170185988092,2.4849066497880004,0.0,3.871201010907891,4,10,7,5,8,1,0,0,0,0,0,0,69,4836,19.73078496671421,26,1,Partner,3
PhD,70038.0,54,6.376726947898627,4.007333185232471,5.855071922202427,4.276666119016055,4.007333185232471,4.875197323201151,1,4,4,8,2,0,0,0,0,0,0,0,44,4508,29.3983286827832,17,0,Partner,2
Undergraduate,69401.0,41,5.991464547107982,3.332204510175204,5.075173815233827,4.07753744390572,2.1972245773362196,3.6888794541139363,4,4,4,5,2,0,0,0,0,0,0,0,53,4359,24.362484347872886,17,1,Partner,3
Graduate,46053.0,46,4.04305126783455,2.3978952727983707,4.532599493153256,2.995732273553991,2.0794415416798357,3.258096538021482,3,3,2,4,5,0,0,0,0,0,0,0,54,4758,19.306816387041486,12,1,Partner,3
Graduate,77343.0,28,5.429345628954441,5.0238805208462765,6.352629396319567,4.59511985013459,4.007333185232471,3.4657359027997265,1,3,4,9,1,0,0,0,0,0,0,0,61,4281,28.874044484287072,17,0,Partner,2
Graduate,73892.0,40,6.556778356158042,4.634728988229636,6.400257445308821,0.0,4.07753744390572,3.784189633918261,1,3,11,8,1,0,0,0,0,0,0,1,73,4489,25.453491867520476,23,0,Alone,1
PhD,40304.0,82,3.6375861597263857,0.0,2.8903717578961645,0.0,0.0,1.3862943611198906,1,2,0,3,7,0,0,0,0,0,0,0,59,4533,7.914252278742441,6,1,Alone,2
PhD,32727.0,38,5.123963979403259,2.6390573296152584,5.198497031265826,4.465908118654584,2.6390573296152584,4.2626798770413155,2,7,3,5,8,0,0,0,0,0,0,0,61,4931,24.329163665595498,17,0,Partner,2
Graduate,68695.0,3,6.129050210060545,4.406719247264253,5.877735781779639,4.672828834461906,3.9318256327243257,3.713572066704308,1,4,4,7,2,0,0,0,0,0,0,0,57,4265,28.73173177299498,16,0,Partner,2
Graduate,43300.0,87,4.5217885770490405,1.3862943611198906,3.970291913552122,1.0986122886681098,0.6931471805599453,3.4657359027997265,3,4,0,4,8,0,0,0,0,0,0,1,55,4885,15.135870223748835,11,1,Alone,2
Graduate,26290.0,49,2.772588722239781,2.1972245773362196,2.833213344056216,2.4849066497880004,1.791759469228055,3.1354942159291497,4,2,0,4,6,0,0,0,0,0,0,0,54,4794,15.215186978577421,10,2,Partner,4
Graduate,93790.0,16,7.172424577124845,4.23410650459726,6.595780513961311,4.499809670330265,4.74493212836325,3.828641396489095,0,6,7,12,2,0,1,1,1,0,0,1,56,4398,31.075694790866024,25,0,Alone,1
PhD,38410.0,65,5.0369526024136295,4.174387269895637,4.820281565605037,4.762173934797756,4.174387269895637,2.70805020110221,2,5,2,9,6,0,0,0,0,0,0,1,52,4914,25.676232843709908,18,0,Partner,2
Postgraduate,64866.0,9,6.2324480165505225,1.791759469228055,3.091042453358316,2.0794415416798357,1.791759469228055,2.3978952727983707,4,7,3,7,5,0,1,0,0,0,0,0,76,4415,17.384346222843156,21,1,Alone,2
Graduate,57957.0,24,5.673323267171493,4.0943445622221,5.181783550292085,4.356708826689592,1.791759469228055,3.4011973816621555,7,4,6,8,3,0,0,0,0,0,1,0,67,4575,24.49911705726548,25,1,Partner,3
